nm_Kit_ID,Easting,Northing,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,GCN_Status,GCN_Square,Site_number_CHECK,Surveyor,1_km_square,Grid_reference,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P
FHT918,489871,241231,2017-06-14 00:00,2017-06-14 00:00,MATCH,145,145 - Herritage farm No 3,0.293333333,145,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-14 16:15,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,1,Positive,negative,145,Iain,SP8941,SP8987141231,9,Positive,FALSE,FALSE,NA,Positive,1,900,1,4,70,3,2,2,4,20,0.759697191,NA,145,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT925,489636,242918,2017-06-14 00:00,2017-06-14 00:00,MATCH,478,478 - Herritage Farm No.2,0.293333333,478,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-14 15:00,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,478,Iain,SP8942,SP8963642918,0,Negative,FALSE,TRUE,NA,Negative,1,78.55,1,4,90,3,4,2,4,20,0.675564032,NA,478,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT324,501891,234615,2017-06-25 00:00,2017-06-25 00:00,MATCH,25,25 (TL0199 3446),0.291666667,25,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-25 09:45,2017-06-08 00:00,6,No,No,Yes,Yes,"; survey date on sticker 25/07/17, assumed to be 25/06/17; two different pond grid refs given, used TL0134",2017-06-13 00:00,12,0,Negative,positive,25,Iain,TL0134,TL0189134615,0,Negative,FALSE,TRUE,Negative,NA,1,1194.7455,3,2,60,3,4,7,3,10,0.726792051,NA,25,N,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT425,474862,183153,2017-05-15 00:00,2017-05-15 00:00,MATCH,266 BADGEMORE GOLF COURSE,266 Badgemse Golf Club (SU 74862 83153),0.287393162,266,BADGEMORE GOLF COURSE,Freshwater Habitats Trust,AH,2017-05-15 08:30,2017-05-25 00:00,6,No,No,Yes,Yes,needed extra spins at every step; struggled to get AE through,2017-05-30 00:00,12,0,Negative,negative,266,Adrianna,SU7483,SU7486283153,0,Negative,FALSE,TRUE,NA,Negative,1,75,1,3,0,1,1,1,2,10,0.233294365,NA,266,N,N,<0.2,<0.02,2,0.1,0.01
FHT904,491744,229165,2017-06-28 00:00,2017-06-28 00:00,MATCH,529,529 Rushmore Top Lake,0.285714286,529,NA,Freshwater Habitats Trust,I Nailsmith,2017-06-28 16:45,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,11,0,Negative,negative,529,Iain,SP9129,SP9174429165,0,Negative,FALSE,TRUE,NA,Negative,1,10000,1,4,90,2,2,6,4,10,0.667827863,NA,528,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT924,496565,214107,2017-06-15 00:00,2017-06-15 00:00,MATCH,240,240 - Lawrence's Pond,0.285714286,240,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-15 19:15,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,11,0,Negative,negative,240,Iain,SP9614,SP9656514107,0,Negative,FALSE,TRUE,NA,Negative,1,3.142,1,4,0,3,4,4,4,60,0.769613634,NA,240,N,N,<0.2,<0.02,2,0.1,0.01
FHT325,501229,238508,2017-06-02 00:00,2017-06-02 00:00,MATCH,402,402 (TL 01229 38508),0.283333333,402,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-02 12:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,402,Iain,TL0138,TL0122938508,0,Negative,FALSE,TRUE,NA,Negative,1,444,1,3,70,3,3,8,4,20,0.819949496,NA,402,Y,Y,05-Feb,0.1-0.2,0,3.5,0.15
FHT331,493194,229869,2017-05-21 00:00,2017-05-21 00:00,MATCH,116,116 (SP 93194 29869),0.283333333,116,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-21 11:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,7,Positive,positive,116,Iain,SP9329,SP9319429869,3,Positive,FALSE,FALSE,Positive,NA,1,768,1,4,100,3,3,11,4,30,0.769041641,NA,116,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT936,484278,231068,2017-06-23 00:00,2017-06-23 00:00,MATCH,354,354 Newton Longmille,0.283333333,354,NA,Freshwater Habitats Trust,I Nailsmith,2017-06-23 15:45,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,12,Positive,positive,354,Iain,SP8431,SP8427831068,12,Positive,FALSE,FALSE,Positive,NA,1,28,1,4,0,3,3,5,4,95,0.739172812,NA,354,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT575,487880,250290,2017-05-17 00:00,2017-05-17 00:00,MATCH,290 Frogs Hole - Emberton Country Park,Frogs Hole - Emberton Country Park (SP8788 5029),0.283260234,290,Frogs Hole - Emberton Country Park,Freshwater Habitats Trust,HJ,2017-05-17 11:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,290,Hanna,SP8750,SP87885029,0,Negative,FALSE,TRUE,NA,Negative,1,2800,1,2,90,2,2,2,3,2,0.407487732,NA,288,N,N,<0.2,0.5-1,1,0.1,0.75
FHT294,482287,235028,2017-05-15 00:00,2017-05-15 00:00,MATCH,14,14 (SP 8235 ),0.282051282,14,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 14:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,positive,14,Iain,SP8235,SP8228735028,0,Negative,FALSE,TRUE,Negative,NA,1,1963.75,2,3,0,2,3,5,2,30,0.733787516,NA,14,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT450,468071,222189,2017-06-09 00:00,2017-06-09 00:00,MATCH,LAWN HOUSE.POOL,415A Lawn House Pool (SP 680712489),0.281746032,NA,LAWN HOUSE.POOL,Freshwater Habitats Trust,AH,2017-06-09 10:00,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,10,12,Positive,positive,NA,Adrianna,SP6822,SP6807122189,12,Positive,FALSE,FALSE,Positive,NA,1,15,2,4,20,3,3,7,4,100,0.746305219,NA,415a,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT323,488385,223547,2017-05-21 00:00,2017-05-21 00:00,MATCH,462,462 (SP88385 23547),0.280701754,462,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-21 15:50,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,positive,462,Iain,SP8823,SP8838523547,0,Negative,FALSE,TRUE,Negative,NA,1,377,1,4,30,2,4,12,4,50,0.903330879,NA,462,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT358,480015,240886,2017-06-02 00:00,2017-06-02 00:00,MATCH,468,468 (SP 8001 40886),0.280701754,468,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-02 18:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,5,Positive,negative,468,Iain,SP8040,SP8001540886,5,Positive,FALSE,FALSE,NA,Positive,1,600,2,4,0,2,3,4,2,80,0.817505354,NA,468,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT758,498616,240944,2017-06-09 00:00,2017-06-09 00:00,MATCH,428 MKM Agri Pond 1,428,0.280701754,428,MKM Agri Pond 1,Freshwater Habitats Trust,HJ,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,positive,428,Hanna,SP9840,SP9861640944,0,Negative,FALSE,TRUE,Negative,NA,1,365,1,3,20,2,1,>12,2,30,0.472950332,NA,428,N,N,NA,NA,NA,NA,NA
FHT297,483106,234526,2017-05-15 00:00,2017-05-15 00:00,MATCH,153,153 (SP 8311 3453),0.277777778,153,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 17:30,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,positive,153,Iain,SP8334,SP8310634526,1,Positive,FALSE,FALSE,Positive,NA,1,1134.262,1,3,50,2,3,6,4,20,0.812815519,NA,153,Y,N,<0.2,<0.02,2,0.1,0.01
FHT304,482251,237567,2017-05-15 00:00,2017-05-15 00:00,MATCH,314,314 (SP 8225 3757),0.277777778,314,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 12:30,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,positive,314,Iain,SP8237,SP8225137567,0,Negative,FALSE,TRUE,Negative,NA,1,198,3,3,0,2,3,3,3,40,0.673431793,NA,314,Y,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT310,485147,241488,2017-05-15 00:00,2017-05-15 00:00,MATCH,479,479 (SP 8515 4149),0.277777778,479,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 10:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,positive,479,Iain,SP8541,SP8514741488,0,Negative,FALSE,TRUE,Negative,NA,1,612,1,3,10,2,1,0,3,10,0.318751833,NA,479,Y,Y,<0.2,0.1-0.2,1,0.1,0.15
FHT311,484067,234134,2017-05-15 00:00,2017-05-15 00:00,MATCH,234,234 (SP 8407 3413),0.277777778,234,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 16:30,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,negative,234,Iain,SP8434,SP8406734134,0,Negative,FALSE,TRUE,NA,Negative,1,2376.1375,1,3,10,2,2,12+,4,80,0.801197649,NA,233,Y,Y,<0.2,0.05-0.1,1,0.1,0.075
FHT319,488744,241361,2017-05-12 00:00,2017-05-12 00:00,MATCH,115,115 (SP 8873 4125),0.277777778,115,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-12 18:30,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-24 00:00,12,0,Negative,positive,115,Iain,SP8841,SP8874441361,7,Positive,FALSE,FALSE,Positive,NA,1,531,4,4,20,3,3,3,4,30,0.697707669,NA,115,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT327,489125,239335,2017-05-12 00:00,2017-05-12 00:00,MATCH,455,455 (SP 8912 3933),0.277777778,455,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-12 14:45,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,0,Negative,negative,455,Iain,SP8939,SP8912539335,0,Negative,FALSE,TRUE,NA,Negative,1,4025,1,3,60,2,1,4,3,30,0.565025437,NA,453,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT338,488323,232881,2017-05-16 00:00,2017-05-16 00:00,MATCH,580,580 (SP 8832 3288),0.277777778,580,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 15:45,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,0,Negative,negative,580,Iain,SP8832,SP8832332881,0,Negative,FALSE,TRUE,NA,Negative,1,706.95,3,3,25,2,2,2,3,50,0.682206893,NA,580,Y,Y,<0.2,0.02-0.05,2,0.1,0.035
FHT341,482677,239483,2017-05-16 00:00,2017-05-16 00:00,MATCH,537,537 (SP 8268 3948),0.277777778,537,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 12:40,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,5,Positive,negative,537,Iain,SP8239,SP8267739483,5,Positive,FALSE,FALSE,NA,Positive,1,176.7375,3,3,50,2,3,6,3,80,0.715704464,NA,537,Y,Y,NA,0.02-0.05,1,NA,0.035
FHT344,487831,241290,2017-05-15 00:00,2017-05-15 00:00,MATCH,562,562 (SP 8783 4129),0.277777778,562,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-15 09:20,2017-05-23 00:00,6,No,No,Yes,Yes,NA,2017-05-25 00:00,12,2,Positive,negative,562,Iain,SP8741,SP8783141290,2,Positive,FALSE,FALSE,NA,Positive,1,530.998,2,3,70,2,2,2,3,30,0.694759074,NA,562,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT347,482946,233176,2017-05-16 00:00,2017-05-16 00:00,MATCH,441,441 (SP 8295 3318),0.277777778,441,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-16 18:50,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-26 00:00,12,7,Positive,positive,441,Iain,SP8233,SP8294633176,7,Positive,FALSE,FALSE,Positive,NA,1,430,2,4,10,2,3,12+,4,60,0.89540723,NA,441,N,N,<0.2,<0.02,2,0.1,0.01
FHT367,499041,220193,2017-05-30 00:00,2017-05-30 00:00,MATCH,222,222 (SP 9904 2019),0.277777778,222,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-30 13:00,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,222,Iain,SP9920,SP9904120193,0,Negative,FALSE,TRUE,NA,Negative,1,830,1,4,80,2,3,3,4,10,0.760385514,NA,222,Y,Y,02-Jan,<0.02,1,1.5,0.01
FHT377,505672,236169,2017-06-08 00:00,2017-06-08 00:00,MATCH,375,375 (TL 056723616),0.277777778,375,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-08 18:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,0,Negative,negative,375,Iain,TL0536,TL0567236169,0,Negative,FALSE,TRUE,NA,Negative,1,234,3,4,1,3,3,5,4,60,0.8147462,NA,375,N,N,<0.2,<0.02,2,0.1,0.01
FHT760,498080,247920,2017-06-08 00:00,2017-06-08 00:00,MATCH,377 Fish Farm Pond,377,0.277777778,377,Fish Farm Pond,Freshwater Habitats Trust,HJ,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,377,Hanna,SP9847,SP98084792,0,Negative,FALSE,TRUE,NA,Negative,1,1960,1,2,60,2,2,0,3,70,0.451492976,NA,377,N,N,NA,NA,NA,NA,NA
FHT875,452743,198895,2017-06-16 00:00,2017-06-16 00:00,MATCH,"96 Garden of 'Lyric Wood', Radley",96P - Lyric Wood Radley,0.277181755,96,"Garden of 'Lyric Wood', Radley",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,5,Positive,positive,96,Ian,SU5298,SU5274398895,5,Positive,FALSE,FALSE,Positive,NA,1,0,1,4,100,3,4,>12,4,<1%,0.831905717,NA,94,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT976,480279,215794,2017-06-20 00:00,2017-06-20 00:00,MATCH,QUARRENDON LEAS.2,232A - Quarrendon Leas 2,0.276552288,NA,QUARRENDON LEAS.2,Freshwater Habitats Trust,AH,2017-06-20 11:00,2017-06-23 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,11,Positive,negative,NA,Adrianna,SP8015,SP8027915794,11,Positive,FALSE,FALSE,NA,Positive,1,650,4,4,40,3,3,4,4,90,0.747232895,NA,232A,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT854,462070,211380,2017-06-07 00:00,2017-06-07 00:00,MATCH,BERNWOOD 350 FOREST B8,138 - Bernwood Forest,0.274891775,NA,BERNWOOD 350 FOREST B8,Freshwater Habitats Trust,Penny Williams,2017-06-07 09:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,NA,Penny,SP6211,SP6207011380,0,Negative,FALSE,TRUE,NA,Negative,1,150,3,4,0,3,4,>12,4,25,0.779193632,NA,BERN 138,N,N,<0.2,<0.02,2,0.1,0.01
FHT317,495217,235911,2017-05-25 00:00,2017-05-25 00:00,MATCH,322,322 (SP9521 3591),0.274509804,322,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-25 12:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,322,Iain,SP9535,SP9521735911,0,Negative,FALSE,TRUE,NA,Negative,1,314.2,3,3,80,3,4,6,3,10,0.709493156,NA,322,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT322,478019,248156,2017-06-13 00:00,2017-06-13 00:00,MATCH,272,272 Chantree Farm,0.274509804,272,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-13 15:30,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-23 00:00,12,0,Negative,negative,272,Iain,SP7848,SP7801948156,0,Negative,FALSE,TRUE,NA,Negative,1,5675.2375,1,4,5,2,1,8,4,10,0.773143044,NA,271,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT326,482083,227206,2017-05-21 00:00,2017-05-21 00:00,MATCH,342,342 (SP 8208 272),0.274509804,342,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-21 10:45,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,2,Positive,negative,342,Iain,SP8227,SP8208327206,2,Positive,FALSE,FALSE,NA,Positive,1,176.7375,3,3,100,3,4,22,4,30,0.652874054,NA,342,N,N,<0.2,0.1-0.2,1,0.1,0.15
FHT368,493485,235181,2017-06-08 00:00,2017-06-08 00:00,MATCH,253,253 (SP 93493518),0.274509804,253,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-08 13:30,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,12,2,Positive,negative,253,Iain,SP9335,SP9348535181,2,Positive,FALSE,FALSE,NA,Positive,1,962.2375,3,3,10,3,3,3,4,10,0.752213653,NA,253,N,N,<0.2,<0.02,2,0.1,0.01
FHT369,491592,228900,2017-06-28 00:00,2017-06-28 00:00,MATCH,367,367 Rushmore No.1,0.274509804,367,NA,Freshwater Habitats Trust,I Nailsmith,2017-06-28 13:15,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,0,Negative,negative,367,Iain,SP9128,SP9159228900,0,Negative,FALSE,TRUE,NA,Negative,1,160,2,4,50,3,3,7,4,10,0.777187138,NA,367,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT374,491643,228760,2017-06-28 00:00,2017-06-28 00:00,MATCH,591,591 Rushmore No.2,0.274509804,591,NA,Freshwater Habitats Trust,I Nailsmith,2017-06-28 13:45,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,11,0,Negative,negative,591,Iain,SP9128,SP9164328760,0,Negative,FALSE,TRUE,NA,Negative,1,550,2,4,30,2,4,7,4,10,0.876624248,NA,591,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT385,493478,235234,2017-06-08 00:00,2017-06-08 00:00,MATCH,326,326 (SP 93473523),0.274509804,326,NA,Freshwater Habitats Trust,Iain Naismith,2017-06-08 13:50,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-20 00:00,11,1,Positive,negative,326,Iain,SP9335,SP9347835234,1,Positive,FALSE,FALSE,NA,Positive,1,500,3,2,80,3,4,3,4,10,0.696659253,NA,326,N,Y,<0.2,<0.02,2,0.1,0.01
FHT911,486329,229210,2017-06-16 00:00,2017-06-16 00:00,MATCH,373,373 - Dorcas Farm,0.274509804,373,NA,Freshwater Habitats Trust,I.Naismith,2017-06-16 18:15,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,373,Iain,SP8629,SP8632929210,0,Negative,FALSE,TRUE,NA,Negative,1,154,1,2,5,3,1,6,3,10,0.434311421,NA,373,Y,Y,<0.2,<0.02,2,0.1,0.01
FHT594,519732,243113,2017-05-18 00:00,2017-05-18 00:00,MATCH,197 Holme Grove Farm Garden Pond,197 Holme Farm Pond (garden) (TL 19732 43113),0.27183642,197,Holme Grove Farm Garden Pond,Freshwater Habitats Trust,HW,2017-05-18 10:10,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,0,Negative,positive,197,Hannah,TL1943,TL1973243113,0,Negative,FALSE,TRUE,Negative,NA,1,321,3,4,95,3,4,5,3,90,0.749384236,NA,197,N,N,<0.2,<0.02,2,0.1,0.01
FHT430,478341,211874,2017-05-24 00:00,2017-05-24 00:00,MATCH,STONETHROPE FARM,217A Storethorpe farm,0.271626984,NA,STONETHROPE FARM,Freshwater Habitats Trust,AH,2017-05-24 12:00,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-01 00:00,12,0,Negative,negative,NA,Adrianna,SP7811,SP7834111874,0,Negative,FALSE,TRUE,NA,Negative,1,600,2,3,100,3,3,2,4,0,0.656245524,NA,217A,N,N,<0.2,0.2-0.5,1,0.1,0.35
FHT744,429616,193154,2017-05-27 00:00,2017-05-27 00:00,MATCH,"215 Lyde Copse, Ringdate Manor",215 -Ringdale Manor,0.271247563,215,"Lyde Copse, Ringdate Manor",Freshwater Habitats Trust,IS,NA,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-08 00:00,12,0,Negative,negative,215,Ian,SU2993,SU2961693154,0,Negative,FALSE,TRUE,NA,Negative,1,1600,2.5,3,50,3,4,6,4,50,0.921081086,NA,215,N,N,0.5-1,<0.02,1,0.75,0.01
FHT306,505555,235936,2017-05-25 00:00,2017-05-25 00:00,MATCH,389,389 Flitton Moor,0.270833333,389,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-25 11:30,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-09 00:00,12,0,Negative,negative,389,Iain,TL0535,TL0555535936,0,Negative,FALSE,TRUE,NA,Negative,1,490.9375,2,4,25,2,3,3,4,30,0.830276736,NA,389,N,N,<0.2,<0.02,2,0.1,0.01
FHT309,494013,238260,2017-05-25 00:00,2017-05-25 00:00,MATCH,525,525 (SP94013826),0.270833333,525,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-25 14:15,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,1,Positive,negative,525,Iain,SP9438,SP9401338260,1,Positive,FALSE,FALSE,NA,Positive,1,254.502,3,2,95,3,4,7,3,10,0.605579269,NA,525,N,N,<0.2,0.5-1,1,0.1,0.75
FHT313,486158,239542,2017-05-19 00:00,2017-05-19 00:00,MATCH,561,561 (SP86153954),0.270833333,561,NA,Freshwater Habitats Trust,Iain Naismith,2017-05-19 15:20,2017-06-08 00:00,6,No,No,Yes,Yes,NA,2017-06-13 00:00,12,0,Negative,negative,561,Iain,SP8639,SP8615839542,0,Negative,FALSE,TRUE,NA,Negative,1,962.2375,1,3,0,2,2,3,3,30,0.714391803,NA,561,Y,Y,<0.2,0.2-0.5,1,0.1,0.35
FHT474,464090,220580,2017-06-25 00:00,2017-06-25 00:00,MATCH,917 HAM POND 917,Ham Pond South 917,0.270477208,917,HAM POND 917,Freshwater Habitats Trust,PJW,2017-06-25 10:15,2017-07-12 00:00,6,No,No,Yes,Yes,NA,2017-07-17 00:00,12,12,Positive,negative,917,PJW,SP6420,SP6409020580,12,Positive,FALSE,FALSE,NA,Positive,1,140,4,2,0,3,4,>12,2,80,0.564176398,NA,917,N,N,<0.2,0.5-1,1,0.1,0.75
FHT864,462110,211110,2017-06-07 00:00,2017-06-07 00:00,MATCH,758 BERNWOOD FOREST B6 (FIGURE 8) 758,Bernwood Forest B6 Fig 8,0.269894895,758,BERNWOOD FOREST B6 (FIGURE 8) 758,Freshwater Habitats Trust,Penny Williams,2017-06-07 08:55,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,10,Positive,negative,758,Penny Williams,SP6211,SP6211011110,10,Positive,FALSE,FALSE,NA,Positive,1,225,3,4,40,3,4,>12,4,25,0.811436466,NA,758,N,N,<0.2,<0.02,2,0.1,0.01
FHT880,457897,184341,2017-06-13 00:00,2017-06-13 00:00,MATCH,"583 Breach House, Cholsey",583 - Beach House,0.264607843,583,"Breach House, Cholsey",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-27 00:00,12,0,Negative,negative,583,Ian,SU5784,SU5789784341,0,Negative,FALSE,TRUE,NA,Negative,1,340,1,2.5,45,3,1,0,3,10,0.317787307,NA,583,Y,Y,<0.2,0.1-0.2,1,0.1,0.15
FHT853,463130,206350,2017-06-07 00:00,2017-06-07 00:00,MATCH,551 WATERPERRY SMALL 551,Water pessy small,0.264215686,551,WATERPERRY SMALL 551,Freshwater Habitats Trust,Penny Williams,2017-06-07 13:15,2017-06-16 00:00,6,No,No,Yes,Yes,NA,2017-06-22 00:00,12,0,Negative,negative,551,Ian,SP6306,SP6313006350,0,Negative,FALSE,TRUE,NA,Negative,1,85,2,2,90,3,3,6,3,100,0.627602048,NA,551,Y,Y,05-Feb,0.2-0.5,0,3.5,0.35
FHT726,463694,202721,2017-05-21 00:00,2017-05-21 00:00,MATCH,589 Old Field Pond,589 - Old Field Pond (SP 63694 02721),0.263763764,589,Old Field Pond,Freshwater Habitats Trust,JB,2017-05-21 13:00,2017-05-25 00:00,6,No,No,Yes,Yes,NA,2017-05-31 00:00,12,0,Negative,negative,589,Ian,SP6302,SP6369402721,0,Negative,FALSE,TRUE,NA,Negative,1,200,3,2,35,2,4,11,2,25,0.617233568,NA,589,N,N,0.2-0.5,0.5-1,1,0.35,0.75
FHT899,431942,198908,2017-06-12 00:00,2017-06-12 00:00,MATCH,"268 Ragnell Farm, near house",268 - Ragnell Farm Pond,0.263716356,268,"Ragnell Farm, near house",Freshwater Habitats Trust,IS,NA,2017-06-22 00:00,6,No,No,Yes,Yes,NA,2017-06-28 00:00,12,0,Negative,negative,268,Ian,SU3198,SU3194298908,0,Negative,FALSE,TRUE,NA,Negative,1,200,2,3.5,0,3,4,12,4,30,0.83296855,NA,268,N,N,<0.2,0.02-0.05,2,0.1,0.035
FHT678,430357,188394,2017-05-23 00:00,2017-05-23 00:00,MATCH,317 Garden of The Glebe,Pond 317 The Glebe,0.262337785,317,Garden of The Glebe,Freshwater Habitats Trust,IS,NA,2017-06-01 00:00,6,No,No,Yes,Yes,NA,2017-06-05 00:00,12,0,Negative,negative,317,Ian,SU3088,SU3035788394,0,Negative,FALSE,TRUE,NA,Negative,1,615,1,4,5,3,3 Heron is regular,5,4,65,NA,FISH,317,N,N,<0.2,0.05-0.1,1,0.1,0.075
FHT654,502960,231300,2017-06-12 00:00,2017-06-12 00:00,MATCH,862 Bromham Lake Pond,Bromham Lake Pond 862,0.261904762,862,Bromham Lake Pond,Freshwater Habitats Trust,PJW,2017-06-12 11:50,2017-06-26 00:00,6,No,No,Yes,Yes,NA,2017-06-29 00:00,12,0,Negative,negative,862,Penny/Jeremy,TL0251,TL02965130,0,Negative,FALSE,TRUE,NA,Negative,1,750,4,2,95,3,4,5,4,20,0.585103748,NA,862,N,N,<0.2,0.5-1,1,0.1,0.75
