labname	sitename	lysis_ratio	UTM_E	UTM_N	be10	tri	slope	aspect	Nss	Ess	twi	ht	ht.r250	ht.r500	ht.r1k	cov2_4	cov2_4.r250	cov2_4.r500	cov2_4.r1k	cov4_16	cov4_16.r250	cov4_16.r500	cov4_16.r1k	be500	mTopo	cut.r1k.pt	clearcut	insideHJA	oldGrowthIndex	elevation_f	canopyHeight_f	minT_annual	maxT_annual	precipitation_mm	distToRoad_m	distToStream_m	YrsSinceDist	B1_20180717	B2_20180717	B3_20180717	B4_20180717	B5_20180717	B6_20180717	B7_20180717	B10_20180717	B11_20180717	NDVI_20180717	EVI_20180717	B_20180717	G_20180717	W_20180717	B1_20180726	B2_20180726	B3_20180726	B4_20180726	B5_20180726	B6_20180726	B7_20180726	B10_20180726	B11_20180726	NDVI_20180726	EVI_20180726	B_20180726	G_20180726	W_20180726	B1_20180802	B2_20180802	B3_20180802	B4_20180802	B5_20180802	B6_20180802	B7_20180802	B10_20180802	B11_20180802	NDVI_20180802	EVI_20180802	B_20180802	G_20180802	W_20180802	B1_20180818	B2_20180818	B3_20180818	B4_20180818	B5_20180818	B6_20180818	B7_20180818	B10_20180818	B11_20180818	NDVI_20180818	EVI_20180818	B_20180818	G_20180818	W_20180818	mean.NDVI	mean.EVI	mean.bright	mean.green	mean.wet	mean.NDVI.scale	mean.EVI.scale	mean.green.scale	mean.bright.scale	mean.wet.scale	l_Cover_2m_max	l_Cover_2m_max_all	l_Cover_2m_4m	l_Cover_2m_4m_all	l_Cover_4m_16m	l_p25	l_p25_all	l_p95	l_p95_all	l_rumple	uniqueID	elevation_m	canopyHeight_m	B1_median	B2_median	B3_median	B4_median	B5_median	B6_median	B7_median	B10_median	B11_median	lg_DistStream	lg_DistRoad	lg_YrsDisturb	lg_cover2m_max	lg_cover2m_4m	lg_cover4m_16m	ndmi_stdDev	ndvi_p5	ndvi_p50	ndvi_p95	ndmi_p5	ndmi_p50	ndmi_p95	savi_p50	LC08_045029_20180726_B1	LC08_045029_20180726_B3	LC08_045029_20180726_B4	LC08_045029_20180726_B5	LC08_045029_20180726_B7	LC08_045029_20180726_B10	ndmi_stdDev_100m	ndvi_p5_100m	ndvi_p50_100m	ndvi_p95_100m	ndmi_p5_100m	ndmi_p50_100m	ndmi_p95_100m	savi_p50_100m	LC08_045029_20180726_B1_100m	LC08_045029_20180726_B3_100m	LC08_045029_20180726_B4_100m	LC08_045029_20180726_B5_100m	LC08_045029_20180726_B7_100m	LC08_045029_20180726_B10_100m	tpi250	tpi500	tpi1k	tpi
S-9-3	HOBO-063-M1-S2	0.2	567977	4899592	1037.03894	1.300918579	8.804757517	189.2282079	-0.987057433	-0.160367156	8.872186167	31.38999939	31.01446366	31.72299679	35.07225986	1.97E-04	0.01383801	0.020999108	0.027020046	0.245556504	0.136046982	0.168689346	0.15344196	1040.534592	-3.495651171	0.305563481	yes	yes	25	3403.209961	80.06005859	2.900000095	13.72000027	2331.600098	27.08489534	483.3574336	42	13	72	275	185	2779	866	360	3001	2993	875	1935	2180	1973	-251	159	197	365	235	3170	980	414	3002	2992	861	2364	2543	2206	-261	39	85	265	179	2809	823	345	2939	2935	880	2025	2175	2003	-211	-19	45	260	189	2652	858	381	2967	2962	866	1785	2100	1876	-281	0.8705	2.02725	2249.5	2014.5	-251	-0.205213903	-0.226485063	0.717926485	0.68287008	0.052105039	0.948645651	0.915253103	1.97E-04	0.014189718	0.245556504	15.75	13.15999985	31.38999939	29.7614994	4.307305813	HOBO-063_M1_S2	1037.298396	24.40230586	26	78.5	270	187	2794	862	370.5	2984	2977	6.180758477	3.299013125	3.737693428	-0.051666363	-6.728137352	-1.400164089	0.045161156	0.790185153	0.892717659	0.944947958	0.525530696	0.598024547	0.69752574	-0.896913052	137	332	183	3476	361	3003	0.04251457	0.782750891	0.86915579	0.920068158	0.487299613	0.556660149	0.64936767	-0.834851451	134.6857143	321.3428571	188.5428571	2887	355.3714286	3001.714286	254.4418335	237.0940704	210.4909058	2
S-9-4	HOBO-063-M2-S2	0.15	567977	4899592	1037.03894	1.300918579	8.804757517	189.2282079	-0.987057433	-0.160367156	8.872186167	31.38999939	31.01446366	31.72299679	35.07225986	1.97E-04	0.01383801	0.020999108	0.027020046	0.245556504	0.136046982	0.168689346	0.15344196	1040.534592	-3.495651171	0.305563481	yes	yes	25	3403.209961	80.06005859	2.900000095	13.72000027	2331.600098	27.08489534	483.3574336	42	13	72	275	185	2779	866	360	3001	2993	875	1935	2180	1973	-251	159	197	365	235	3170	980	414	3002	2992	861	2364	2543	2206	-261	39	85	265	179	2809	823	345	2939	2935	880	2025	2175	2003	-211	-19	45	260	189	2652	858	381	2967	2962	866	1785	2100	1876	-281	0.8705	2.02725	2249.5	2014.5	-251	-0.205213903	-0.226485063	0.717926485	0.68287008	0.052105039	0.948645651	0.915253103	1.97E-04	0.014189718	0.245556504	15.75	13.15999985	31.38999939	29.7614994	4.307305813	HOBO-063_M2_S2	1037.298396	24.40230586	26	78.5	270	187	2794	862	370.5	2984	2977	6.180758477	3.299013125	3.737693428	-0.051666363	-6.728137352	-1.400164089	0.045161156	0.790185153	0.892717659	0.944947958	0.525530696	0.598024547	0.69752574	-0.896913052	137	332	183	3476	361	3003	0.04251457	0.782750891	0.86915579	0.920068158	0.487299613	0.556660149	0.64936767	-0.834851451	134.6857143	321.3428571	188.5428571	2887	355.3714286	3001.714286	254.4418335	237.0940704	210.4909058	2
S-11-2	HOBO-211-M1-S2	0.2	561071	4897180	482.1059875	1.759986877	11.29077927	167.7835882	-0.977355322	0.211604759	6.020953098	41.45000076	39.13104852	39.77041506	35.98443172	0.039377894	0.030157406	0.023096313	0.023397662	0.079307303	0.156414886	0.132210112	0.141000227	540.9276093	-58.82162171	0.265905849	no	yes	61	1581.699951	136.4400635	3.960000038	15.82999992	2018.030029	42.99512918	9.638483993	200	52	83	282	171	2958	1241	512	3015	3006	890	2072	2432	2097	-573	204	223	406	245	3222	1414	605	3015	3004	858	2463	2780	2199	-653	101	125	289	179	2799	1135	463	2955	2946	879	2230	2312	1965	-491	3	49	232	150	2585	1045	434	2972	2966	890	1952	2099	1842	-469	0.87925	2.17925	2405.75	2025.75	-546.5	-0.012449376	0.540261654	0.748953941	1.063751767	-1.290111298	0.97363776	0.919465363	0.039377894	0.038682315	0.079307303	25.53499985	17.12750053	41.45000076	39.04000092	4.730871201	HOBO-211_M1_S2	482.1021451	41.58693135	76.5	104	285.5	175	2878.5	1188	487.5	2993.5	2985	2.265867579	3.761110093	5.298322367	-0.025689406	-3.209472816	-2.521894718	0.033417442	0.722363174	0.823341727	0.906558871	0.374967754	0.432695389	0.497528821	-0.648974001	199	378	211	3664	552	3015	0.055629097	0.580564779	0.808225022	0.891173627	0.315942952	0.433269857	0.52929547	-0.649758409	189.8	332.6285714	207.2857143	2520.142857	450.4	3015.028571	101.2069778	66.09729004	13.78606033	6
S-14-2	HOBO-216-M1-S2	0.096774194	569855	4894866	1427.574219	3.123779297	21.85923229	159.9090717	-0.939148652	0.343511003	3.608082812	23.62000084	25.51430967	26.3782989	26.71632534	0.026977062	0.046436724	0.04980758	0.060769857	0.41328311	0.164888578	0.171627222	0.175665732	1364.933257	62.64096222	0.089300999	no	yes	46	4675.850098	69.06005859	1.860000014	12.10999966	2633.399902	618.0357965	428.058255	200	-45	25	220	149	2383	822	357	2992	2988	882	1807	1885	1700	-306	110	153	315	213	2747	1013	425	2997	2984	856	2200	2271	1901	-376	-21	32	211	145	2384	776	323	2934	2930	885	1856	1859	1709	-256	-94	-20	166	131	2302	753	324	2970	2962	892	1675	1768	1672	-269	0.87875	1.8845	1945.75	1745.5	-301.75	-0.023464492	-0.946571207	-0.023974455	-0.057563919	-0.178410965	0.833344758	0.784407198	0.026977062	0.040157136	0.41328311	11.23999977	8.920000076	23.62000084	22.42000008	4.449944496	HOBO-216_M1_S2	1425.19911	21.04950586	-33	28.5	215.5	147	2383.5	799	340.5	2981	2973	6.059261632	6.426547997	5.298322367	-0.181108584	-3.576370311	-0.881205699	0.076492425	0.67168963	0.834869146	0.89314419	0.421585172	0.491633475	0.67429024	-0.737303317	118	313	224	2489	413	2998	0.068423583	0.693475392	0.833911408	0.882273379	0.400287237	0.504226772	0.664097737	-0.75621376	125.6764706	344.5882353	242.2647059	2780.411765	443.3823529	2997.117647	381.1244507	376.647522	432.5064392	1
S-14-3	HOBO-233-M1-S2	0.125	569577	4895393	1493.19397	2.794067383	19.73671169	274.997152	0.087106225	-0.996199029	4.329029679	22.45000076	15.93182929	21.11278223	24.13000502	0.071161851	0.151785156	0.122256401	0.068137281	0.471994013	0.240762888	0.200566067	0.199528714	1428.293481	64.9004884	0.083309558	no	yes	6	4894.779785	36.45019531	1.860000014	12.10999966	2633.399902	784.8737929	238.4300242	200	-48	18	198	130	1811	675	325	2976	2971	866	1710	1483	1267	-288	107	146	317	209	2180	914	417	2986	2977	825	2105	1910	1454	-395	-22	31	210	145	1908	673	309	2933	2929	858	1730	1550	1334	-254	-92	-22	141	105	1604	584	282	2964	2957	877	1561	1280	1144	-253	0.8565	1.7765	1555.75	1299.75	-297.5	-0.513637147	-1.491364927	-1.2533512	-1.008244609	-0.159106669	0.739251018	0.684794843	0.071161851	0.084308021	0.471994013	6.650000095	6.099999905	22.45000076	21.52350044	4.427686691	HOBO-233_M1_S2	1491.928878	11.11001953	-35	24.5	204	137.5	1859.5	674	317	2970	2964	5.474080062	6.665524206	5.298322367	-0.300765937	-2.628843748	-0.748672549	0.073460388	0.423899382	0.818641901	0.882119179	0.413307101	0.479437798	0.66715759	-0.718969584	95	288	187	2055	366	2979	0.081029062	0.573722999	0.786981206	0.883592767	0.277522037	0.409929397	0.554621985	-0.61474156	112.6857143	349.6285714	237.7714286	2593.257143	523.9714286	2985.342857	396.7138062	394.9116516	427.5456543	1
S-14-4	HOBO-242-M1-S2	0.15	567092	4898047	744.9492798	2.208045959	16.28990233	156.8247043	-0.919305111	0.393545568	5.140027285	65.80999756	46.00311927	38.80020934	39.18150866	0.015176341	0.014610111	0.013152334	0.017506101	0.140481889	0.128599468	0.136520739	0.143252074	774.8546024	-29.90532261	0.241084165	no	yes	55	2440.939941	156.8901367	3.910000086	14.73999977	2224.310059	63.44591114	43.32174253	200	-8	39	197	125	2047	752	313	3005	3000	884	1917	1641	1456	-296	134	158	281	179	2154	921	377	3005	2997	846	2415	1859	1462	-396	29	68	207	133	1975	722	285	2950	2943	873	2034	1598	1391	-265	-43	4	151	101	1901	669	273	2963	2959	899	1815	1482	1376	-257	0.8755	2.04525	1645	1421.25	-303.5	-0.095062745	-0.13568611	-0.918254678	-0.790684989	-0.186359793	0.968975782	0.930348933	0.015176341	0.021116681	0.140481889	23.04999924	18.37000084	65.80999756	63.20000076	10.62960911	HOBO-242_M1_S2	743.998494	47.82011367	10.5	53.5	202	129	2011	737	299	2984	2978	3.768677729	4.150203511	5.298322367	-0.030484174	-4.12420554	-1.955583561	0.066965104	0.609053493	0.825916946	0.929849684	0.32945171	0.465194643	0.596760452	-0.697598219	122	264	163	2106	390	3005	0.046305544	0.713430813	0.841638458	0.911024959	0.390206371	0.492682718	0.56843152	-0.738883812	136.8285714	298.3714286	175.2857143	2450.971429	369.2857143	3004.942857	172.3822632	149.124649	108.5916061	5
S-3-5	HOBO-265-M1-S2	0.092307692	567001	4902618	1258.998535	3.860275269	26.87619552	241.8051667	-0.472471291	-0.881346061	5.250124119	34.58000183	34.61187887	32.78967538	32.60389799	0.050511248	0.013540019	0.018728364	0.026353186	0.098650306	0.06984294	0.129590041	0.133205155	1244.346854	14.65168148	0.103851641	no	yes	52	4130.910156	104.6499023	2.349999905	12.53999996	2252.550049	12.08801782	912.3152483	200	-48	13	170	104	1914	572	223	2987	2981	896	1853	1459	1386	-153	105	136	284	167	2247	781	312	2992	2982	861	2331	1843	1554	-250	-19	23	186	110	1891	570	238	2927	2923	890	1871	1461	1356	-159	-91	-27	132	86	1806	522	203	2960	2954	909	1702	1343	1329	-138	0.889	1.93925	1526.5	1406.25	-175	0.202345383	-0.670391057	-0.959624619	-1.079545661	0.397311271	0.932965219	0.887214839	0.050511248	0.056364845	0.098650306	21.15500069	15.81000042	34.58000183	33.52000046	4.482557774	HOBO-265_M1_S2	1259.101416	31.89729022	-33.5	18	178	107	1902.5	571	230.5	2973.5	2967.5	6.815986693	2.492297422	5.298322367	-0.06831608	-2.965955079	-2.306088157	0.055119409	0.757656455	0.851892173	0.903964758	0.458909899	0.543079734	0.645372391	-0.814471602	137	324	215	2540	363	2991	0.05368513	0.748436939	0.843388687	0.897128579	0.445284655	0.515936052	0.644421279	-0.773759542	125.6666667	302.8611111	197.75	2363.916667	346.4444444	2991.916667	315.8798218	301.8052063	328.7481384	1
S-3-6	HOBO-270-M1-S2	0.021428571	568792	4903058	1391.966431	2.200714111	15.91531226	150.4735594	-0.870128362	0.492825156	6.610300309	40.43000031	21.17691179	26.5356694	25.01578614	0.026327467	0.080709749	0.066480926	0.055195652	0.318444014	0.295672261	0.234445208	0.215644679	1349.958114	42.00831715	0.183737518	no	yes	49	4563.700195	58.73974609	2.640000105	12.85999966	2336.320068	36.05768389	548.9681764	200	-69	3	187	133	1936	717	318	2993	2988	871	1661	1560	1372	-294	92	133	293	200	2351	911	394	3002	2990	843	2105	1984	1606	-360	-26	28	194	139	1909	655	287	2937	2932	864	1746	1529	1346	-233	-96	-24	154	114	1876	665	294	2970	2963	885	1607	1474	1351	-267	0.86575	1.77975	1636.75	1418.75	-288.5	-0.309857504	-1.474970671	-0.925149668	-0.810795542	-0.118226984	0.915249228	0.846630096	0.026327467	0.03721169	0.318444014	13.35999966	11.21000004	40.43000031	38.38999939	7.017060757	HOBO-270_M1_S2	1391.015819	17.90387461	-47.5	15.5	190.5	136	1922.5	691	306	2981.5	2975.5	6.308042295	3.585147719	5.298322367	-0.087466868	-3.59986298	-1.141173252	0.058145505	0.677884638	0.825152576	0.885427117	0.417106032	0.479351938	0.637216568	-0.718907177	92	293	200	2351	394	3002	0.06364504	0.571722418	0.824057954	0.887642329	0.400183625	0.48230888	0.640411435	-0.72333111	117.2972973	354.9189189	238.0810811	2877.27027	474.7297297	3003.783784	355.4732056	353.2769165	349.1656189	1
S-3-7	HOBO-270-M2-S2	0.030769231	568792	4903058	1391.966431	2.200714111	15.91531226	150.4735594	-0.870128362	0.492825156	6.610300309	40.43000031	21.17691179	26.5356694	25.01578614	0.026327467	0.080709749	0.066480926	0.055195652	0.318444014	0.295672261	0.234445208	0.215644679	1349.958114	42.00831715	0.183737518	no	yes	49	4563.700195	58.73974609	2.640000105	12.85999966	2336.320068	36.05768389	548.9681764	200	-69	3	187	133	1936	717	318	2993	2988	871	1661	1560	1372	-294	92	133	293	200	2351	911	394	3002	2990	843	2105	1984	1606	-360	-26	28	194	139	1909	655	287	2937	2932	864	1746	1529	1346	-233	-96	-24	154	114	1876	665	294	2970	2963	885	1607	1474	1351	-267	0.86575	1.77975	1636.75	1418.75	-288.5	-0.309857504	-1.474970671	-0.925149668	-0.810795542	-0.118226984	0.915249228	0.846630096	0.026327467	0.03721169	0.318444014	13.35999966	11.21000004	40.43000031	38.38999939	7.017060757	HOBO-270_M2_S2	1391.015819	17.90387461	-47.5	15.5	190.5	136	1922.5	691	306	2981.5	2975.5	6.308042295	3.585147719	5.298322367	-0.087466868	-3.59986298	-1.141173252	0.058145505	0.677884638	0.825152576	0.885427117	0.417106032	0.479351938	0.637216568	-0.718907177	92	293	200	2351	394	3002	0.06364504	0.571722418	0.824057954	0.887642329	0.400183625	0.48230888	0.640411435	-0.72333111	117.2972973	354.9189189	238.0810811	2877.27027	474.7297297	3003.783784	355.4732056	353.2769165	349.1656189	1
S-3-8	HOBO-273-M1-S2	0.02962963	568200	4903500	1557.103882	2.757949829	19.12286746	318.4195846	0.748024987	-0.663670565	6.089963563	23.10149956	20.05326135	23.23608784	27.74861466	0.012780083	0.020735022	0.036258611	0.03938115	0.352365136	0.187573855	0.175666184	0.150062404	1478.407389	78.69649251	0.046219686	no	yes	42	5108.370117	37.85986328	2.369999886	12.60000038	2295.23999	335.992784	709.5908152	200	-72	-19	156	102	1613	483	212	2979	2973	881	1594	1243	1158	-138	88	128	256	169	1897	569	266	2978	2971	836	2213	1554	1291	-139	-47	6	155	101	1616	431	184	2920	2922	882	1738	1226	1161	-85	-132	-57	105	64	1408	404	178	2949	2943	913	1513	1042	1040	-119	0.878	1.7645	1266.25	1162.5	-120.25	-0.039987165	-1.551897562	-1.631886159	-1.713942198	0.645996024	0.955850601	0.826286972	0.012780083	0.02688914	0.352365136	14.02000046	11.13000011	23.10149956	22.42000008	4.388707161	HOBO-273_M1_S2	1557.031212	11.53968633	-59.5	-6.5	155.5	101.5	1614.5	457	198	2963.5	2957	6.564689897	5.81709266	5.298322367	-0.044108011	-4.284530965	-1.040253377	0.067977497	0.656493127	0.834328473	0.913043499	0.49045074	0.580769658	0.748427689	-0.870866239	88	256	169	1897	266	2978	0.147638051	0.357569067	0.680394861	0.793497668	0.254377013	0.361375809	0.777389295	-0.542291349	199.84375	410.875	361.40625	1901.6875	652.625	2985.65625	401.8323059	420.2457581	497.2366943	1
S-8-3	HOBO-304-M1-S2	0.066666667	563836	4899195	682.3768311	2.597045898	18.53269142	151.7825797	-0.881159736	0.472818696	5.315782131	62.00999832	37.18217813	38.68766761	36.83446137	0.002386635	0.015000929	0.02149689	0.020646291	0.01937386	0.113355504	0.139614604	0.136962198	682.0923458	0.28448522	0.342938659	no	yes	48	2236.800049	150.369873	3.130000114	15.21000004	2050.939941	74.78636817	334.5381609	200	11	47	220	127	1982	674	262	3019	3010	879	1938	1579	1403	-217	172	185	348	203	2538	899	355	3021	3010	851	2463	2114	1735	-285	45	74	210	128	1880	606	235	2954	2946	872	2091	1495	1324	-171	-29	10	177	104	1937	626	240	2978	2972	898	1842	1495	1400	-195	0.875	2.0835	1670.75	1465.5	-217	-0.10607786	0.057261666	-0.796213353	-0.727915687	0.206539406	0.984276295	0.963475406	0.002386635	0.007935701	0.01937386	32.78499985	26.92000008	62.00999832	59.91999817	9.205589294	HOBO-304_M1_S2	681.7766549	45.83273729	28	60.5	215	127.5	1959.5	650	251	2998.5	2991	5.812753946	4.314648996	5.298322367	-0.014833175	-5.687918495	-3.893502562	0.02644711	0.811477005	0.852332115	0.896703184	0.462768435	0.495987505	0.550756574	-0.743841708	160	306	180	2384	329	3022	0.034562505	0.788163894	0.847737138	0.894994286	0.437215708	0.501529625	0.563180472	-0.752160578	167.8108108	341.2162162	197.9189189	2515.243243	350.7567568	3023.432432	172.5363007	157.525528	126.0965958	3
S-8-4	HOBO-304-M2-S2	0.114285714	563836	4899195	682.3768311	2.597045898	18.53269142	151.7825797	-0.881159736	0.472818696	5.315782131	62.00999832	37.18217813	38.68766761	36.83446137	0.002386635	0.015000929	0.02149689	0.020646291	0.01937386	0.113355504	0.139614604	0.136962198	682.0923458	0.28448522	0.342938659	no	yes	48	2236.800049	150.369873	3.130000114	15.21000004	2050.939941	74.78636817	334.5381609	200	11	47	220	127	1982	674	262	3019	3010	879	1938	1579	1403	-217	172	185	348	203	2538	899	355	3021	3010	851	2463	2114	1735	-285	45	74	210	128	1880	606	235	2954	2946	872	2091	1495	1324	-171	-29	10	177	104	1937	626	240	2978	2972	898	1842	1495	1400	-195	0.875	2.0835	1670.75	1465.5	-217	-0.10607786	0.057261666	-0.796213353	-0.727915687	0.206539406	0.984276295	0.963475406	0.002386635	0.007935701	0.01937386	32.78499985	26.92000008	62.00999832	59.91999817	9.205589294	HOBO-304_M2_S2	681.7766549	45.83273729	28	60.5	215	127.5	1959.5	650	251	2998.5	2991	5.812753946	4.314648996	5.298322367	-0.014833175	-5.687918495	-3.893502562	0.02644711	0.811477005	0.852332115	0.896703184	0.462768435	0.495987505	0.550756574	-0.743841708	160	306	180	2384	329	3022	0.034562505	0.788163894	0.847737138	0.894994286	0.437215708	0.501529625	0.563180472	-0.752160578	167.8108108	341.2162162	197.9189189	2515.243243	350.7567568	3023.432432	172.5363007	157.525528	126.0965958	3
S-5-1	HOBO-308-M1-S2	0.115384615	565355	4900444	791.9367676	0.734580994	5.462663053	189.3771807	-0.986637132	-0.162933025	7.922605552	35.35900116	32.76829407	39.954472	37.35286345	0.002244202	0.024801784	0.033846743	0.022421698	0.093508437	0.149156445	0.164464777	0.136511887	798.8839031	-6.947135487	0.262482168	yes	yes	26	2599.169922	47.75	3.589999914	14.51000023	2053.75	21.40075765	13.3859796	65	-1	38	200	107	2528	655	229	3009	3003	918	2097	1858	1858	-107	163	159	310	164	2953	842	295	3011	3000	894	2539	2278	2108	-164	52	84	232	124	2593	659	226	2947	2938	908	2279	1928	1885	-85	-49	1	157	76	2413	604	206	2974	2968	938	2041	1728	1804	-96	0.9145	2.239	1948	1913.75	-113	0.764116291	0.841663735	0.440058382	-0.052079223	0.678926881	0.982711315	0.906321108	0.002244202	0.018000349	0.093508437	21.59499931	16.81999969	35.35900116	33.63999939	4.39923048	HOBO-308_M1_S2	792.2269922	14.5542	25.5	61	216	115.5	2560.5	657	227.5	2991.5	2984	2.594282563	3.063473052	4.174402654	-0.016422804	-5.730885746	-2.359066165	0.03201446	0.858868957	0.891251504	0.924082577	0.506835401	0.584286511	0.62135303	-0.876286328	146	310	167	2884	292	3010	0.040241132	0.825415319	0.880670544	0.920124283	0.484562914	0.562448298	0.623972799	-0.843530953	149.7575758	320.5757576	173.6969697	2807.484848	321.969697	3010.454545	192.8715668	177.9089813	154.954483	3
S-5-2	HOBO-310-M1-S2	0.1	566025	4900660	855.4906616	1.815315247	13.87844333	129.3678057	-0.634296217	0.773090104	5.04606204	21.93000031	25.76526466	30.8322566	34.89796759	0.002580319	0.02113066	0.02370152	0.024211366	0.245231465	0.255774045	0.202841309	0.143079012	847.3707376	8.119923974	0.27532097	yes	yes	5	2803.300049	51.45996094	3.589999914	14.53999996	2137.429932	38.4012433	238.3852651	36	8	50	262	127	3239	739	239	3005	2998	924	2145	2334	2392	-38	154	168	351	170	3587	870	287	3011	3001	909	2551	2671	2596	-66	43	79	259	137	3181	704	229	2943	2937	917	2230	2298	2339	-14	-27	15	211	96	3164	689	224	2970	2964	941	2113	2227	2370	-28	0.92275	2.25975	2382.5	2424.25	-36.5	0.945865703	0.946334751	1.848015371	1.007076572	1.026404207	0.99610424	0.892151535	0.002580319	0.029544342	0.245231465	16.02000046	12.80000019	21.93000031	21.43000031	2.813907862	HOBO-310_M1_S2	854.4458549	15.68499609	25.5	64.5	260.5	132	3210	721.5	234	2987.5	2981	5.473892321	3.648115877	3.583546716	-0.00289996	-5.632303423	-1.401483273	0.037012026	0.868840039	0.905146658	0.941497922	0.553991735	0.63049829	0.712555766	-0.945616722	155	344	172	3500	300	3010	0.03782176	0.838647896	0.887638754	0.93061933	0.51210057	0.596006971	0.668729692	-0.893874879	144.972973	330.4594595	172.5135135	3163.27027	317.972973	3010.054054	214.4706726	204.1824951	181.160202	3
S-5-3	HOBO-310-M2-S2	0.06	566025	4900660	855.4906616	1.815315247	13.87844333	129.3678057	-0.634296217	0.773090104	5.04606204	21.93000031	25.76526466	30.8322566	34.89796759	0.002580319	0.02113066	0.02370152	0.024211366	0.245231465	0.255774045	0.202841309	0.143079012	847.3707376	8.119923974	0.27532097	yes	yes	5	2803.300049	51.45996094	3.589999914	14.53999996	2137.429932	38.4012433	238.3852651	36	8	50	262	127	3239	739	239	3005	2998	924	2145	2334	2392	-38	154	168	351	170	3587	870	287	3011	3001	909	2551	2671	2596	-66	43	79	259	137	3181	704	229	2943	2937	917	2230	2298	2339	-14	-27	15	211	96	3164	689	224	2970	2964	941	2113	2227	2370	-28	0.92275	2.25975	2382.5	2424.25	-36.5	0.945865703	0.946334751	1.848015371	1.007076572	1.026404207	0.99610424	0.892151535	0.002580319	0.029544342	0.245231465	16.02000046	12.80000019	21.93000031	21.43000031	2.813907862	HOBO-310_M2_S2	854.4458549	15.68499609	25.5	64.5	260.5	132	3210	721.5	234	2987.5	2981	5.473892321	3.648115877	3.583546716	-0.00289996	-5.632303423	-1.401483273	0.037012026	0.868840039	0.905146658	0.941497922	0.553991735	0.63049829	0.712555766	-0.945616722	155	344	172	3500	300	3010	0.03782176	0.838647896	0.887638754	0.93061933	0.51210057	0.596006971	0.668729692	-0.893874879	144.972973	330.4594595	172.5135135	3163.27027	317.972973	3010.054054	214.4706726	204.1824951	181.160202	3
S-5-4	HOBO-312-M1-S2	0.054545455	566147	4901320	919.1601563	2.544639587	17.03230077	2.324657597	0.999177032	0.040561798	4.034254087	29.04999924	27.51511763	33.85816575	33.42452832	0.001114893	0.015470399	0.02166821	0.025900989	0.234010085	0.173227706	0.142992767	0.156412669	909.1051665	10.05498977	0.347788873	yes	yes	20	3014.669922	100.5200195	3.049999952	13.89000034	2197.879883	46.62758734	250.8495414	55	-10	27	206	98	2733	695	244	3001	2996	930	2111	1987	2023	-113	133	148	298	147	3001	795	276	3004	2994	906	2572	2270	2162	-120	24	59	207	108	2565	625	215	2939	2934	919	2216	1875	1884	-70	-58	-9	153	71	2446	583	200	2966	2960	943	2019	1733	1836	-76	0.9245	2.2295	1966.25	1976.25	-94.75	0.984418608	0.793742066	0.612433136	-0.007592242	0.761821799	0.997535527	0.951522887	0.001114893	0.030249527	0.234010085	16.34000015	11.88000011	29.04999924	27.45999908	3.822333097	HOBO-312_M1_S2	918.8713922	30.63850194	7	43	206.5	103	2649	660	229.5	2983.5	2977	5.524857309	3.842213815	4.007351367	-0.001465547	-6.158751221	-1.448126849	0.037619499	0.84117645	0.895874798	0.943583608	0.536046505	0.61567831	0.681300819	-0.923326552	133	298	147	3001	276	3004	0.040236264	0.801801617	0.884621801	0.933235149	0.48526534	0.577505348	0.636176197	-0.86608589	130.4166667	300.0555556	159.0555556	2833.75	309.8055556	3004.222222	232.998764	219.9819336	197.3945618	3
S-5-5	HOBO-315-M1-S2	0.12	565090	4901358	945.482605	2.528121948	18.19913069	178.7857066	-0.999775428	0.021191831	5.595818987	57.11000061	33.33498625	34.80509781	34.3121095	0.004698253	0.046290429	0.033369348	0.032441128	0.027593965	0.145724362	0.153825575	0.161649989	914.9662438	30.51636113	0.542082739	no	yes	54	3100.040039	160.8200684	3.460000038	14.38000011	2008.75	113.2891492	504.3506606	200	-5	44	228	128	2370	695	254	3000	2992	897	1995	1810	1710	-163	148	167	328	191	2685	877	326	3011	2997	867	2417	2166	1871	-237	35	74	238	138	2335	681	256	2943	2936	888	2105	1802	1669	-154	-58	4	181	99	2315	668	246	2974	2968	917	1923	1725	1701	-168	0.89225	2.11	1875.75	1737.75	-180.5	0.273943636	0.190937903	-0.045348925	-0.228198915	0.372329241	0.992985725	0.95887661	0.004698253	0.006267793	0.027593965	33.01250076	26.62000084	57.11000061	54.34999847	5.828561783	HOBO-315_M1_S2	944.8922039	49.01795685	15	59	233	133	2352.5	688	255	2987	2980	6.223273764	4.72995222	5.298322367	-0.006032433	-5.167595601	-3.554559608	0.093750461	0.367447227	0.869236588	0.912547529	0.14113389	0.544128954	0.592859566	-0.81603682	129	299	173	2473	304	3011	0.066239389	0.574969345	0.874723446	0.921422789	0.296519442	0.551398233	0.603592747	-0.82695534	140.0833333	318	177.6388889	2710.055556	315.25	3011.138889	239.5657654	241.7645721	262.3724976	2
